id,timestamp,x,y,angle
10,27199,151,418,3.919899654
1,27199,371,214,4.149518
0,27199,295,212,0.347063
10,27233,152,419,3.976595654
1,27233,370,214,4.118844
0,27233,296,212,0.315423
10,27266,150,419,3.877386654
1,27266,371,213,4.096767
0,27266,297,212,0.296279
10,27299,150,418,3.912907654
1,27299,371,214,4.110611
0,27299,298,212,0.27148
10,27333,150,418,3.962437654
1,27333,371,213,4.127169
0,27333,299,213,0.191503
10,27366,150,417,3.919899654
1,27366,371,214,4.124384
0,27366,298,213,0.17006
10,27399,150,417,3.891545654
1,27399,371,214,4.096767
0,27399,298,213,0.019999
10,27433,149,417,3.919899654
1,27433,372,214,4.110611
0,27433,299,212,6.233229
10,27466,152,417,3.609725654
1,27466,372,214,4.132671
0,27466,299,213,6.26319
10,27499,152,417,3.609725654
1,27499,372,213,4.163361
0,27499,298,212,6.243209
10,27533,152,417,3.551720654
1,27533,372,213,4.177113
0,27533,298,212,6.26319
10,27566,152,417,3.520244654
1,27566,372,213,4.141049
0,27566,299,212,6.243209
10,27599,152,418,3.520244654
1,27599,371,214,4.118844
0,27599,299,213,6.273188
10,27633,157,418,3.618633654
1,27633,371,213,4.163361
0,27633,299,212,6.233229
10,27666,157,418,3.649656654
1,27666,371,214,4.135588
0,27666,298,213,6.26319
10,27699,158,418,3.627459654
1,27699,371,213,4.163361
0,27699,298,212,6.233229
10,27733,157,418,3.649656654
1,27733,371,213,4.163361
0,27733,298,212,6.253197
10,27766,156,418,3.618633654
1,27766,371,213,4.163361
0,27766,298,211,6.223259
10,27799,155,418,3.654528654
1,27799,371,213,4.163361
0,27799,298,212,6.253197
10,27833,155,418,3.596312654
1,27833,371,213,4.149518
0,27833,298,212,6.152622
10,27866,155,418,3.564904654
1,27866,371,213,4.135588
0,27866,298,213,6.144092
10,27899,155,418,3.542543654
1,27899,371,213,4.177113
0,27899,299,212,6.17253
10,27933,154,417,3.520244654
1,27933,372,213,4.149518
0,27933,299,212,6.142705
10,27966,154,417,3.542543654
1,27966,372,213,4.127169
0,27966,299,212,6.142705
10,27999,153,418,3.529493654
1,27999,372,213,4.163361
0,27999,299,212,6.122957
10,28033,153,418,3.510927654
1,28033,372,213,4.199451
0,28033,298,212,6.152622
10,28066,154,418,3.498030654
1,28066,372,212,4.163361
0,28066,299,212,6.122957
10,28099,154,418,3.488655654
1,28099,372,214,4.132671
0,28099,299,212,6.113129
10,28133,154,418,3.479215654
1,28133,371,214,4.110611
0,28133,298,212,6.132816
10,28166,154,418,3.498030654
1,28166,371,214,4.118844
0,28166,299,212,6.113129
10,28199,154,418,3.510927654
1,28199,371,214,4.096767
0,28199,298,212,6.142705
10,28233,153,417,3.488655654
1,28233,371,213,4.096767
0,28233,298,212,6.17253
10,28266,153,416,3.475922654
1,28266,371,213,4.104942
0,28266,297,213,6.132816
10,28299,153,415,3.447472654
1,28299,371,213,4.104942
0,28299,297,213,6.162564
10,28333,153,414,3.406082654
1,28333,371,213,4.104942
0,28333,298,213,6.091686
10,28366,150,415,3.425387654
1,28366,371,213,4.104942
0,28366,298,212,6.122957
10,28399,150,416,3.457015654
1,28399,371,213,4.104942
0,28399,298,213,6.142705
10,28433,151,416,3.457015654
1,28433,371,213,4.104942
0,28433,298,213,6.091686
10,28466,151,415,3.447472654
1,28466,371,213,4.104942
0,28466,299,212,6.018699
10,28499,150,415,3.393836654
1,28499,371,213,4.104942
0,28499,301,214,5.967766
10,28533,150,412,3.291965654
1,28533,371,213,4.104942
0,28533,301,214,5.967766
10,28566,151,412,3.323242654
1,28566,371,213,4.104942
0,28566,302,215,5.989821
10,28599,150,413,3.374407654
1,28599,371,213,4.104942
0,28599,304,217,5.958283
10,28633,151,414,3.406082654
1,28633,371,213,4.132671
0,28633,305,217,5.926751
10,28666,150,414,3.384145654
1,28666,371,214,4.110611
0,28666,305,216,5.859877
10,28699,151,413,3.354798654
1,28699,371,214,4.118844
0,28699,305,216,5.869049
10,28733,151,413,3.364624654
1,28733,371,214,4.082857
0,28733,305,216,5.882238
10,28766,151,413,3.333095654
1,28766,371,214,4.118844
0,28766,305,217,5.904537
10,28799,150,413,3.364624654
1,28799,371,214,4.132671
0,28799,305,218,5.869049
10,28833,151,413,3.333095654
1,28833,372,214,4.132671
0,28833,305,218,5.859877
10,28866,150,413,3.364624654
1,28866,372,214,4.118844
0,28866,310,220,5.76157
10,28899,150,413,3.393836654
1,28899,372,214,4.132671
0,28899,312,222,5.846561
10,28933,151,413,3.352687654
1,28933,372,213,4.163361
0,28933,314,223,5.792641
10,28966,151,413,3.364624654
1,28966,372,213,4.163361
0,28966,315,223,5.783841
10,28999,151,413,3.352687654
1,28999,372,213,4.118844
0,28999,317,224,5.841759
10,29033,151,413,3.342910654
1,29033,372,213,4.132671
0,29033,317,227,5.967766
10,29066,151,415,3.415761654
1,29066,372,213,4.09097
0,29066,318,227,5.967766
10,29099,150,415,3.384145654
1,29099,372,214,4.132671
0,29099,318,226,5.980303
10,29133,151,415,3.415761654
1,29133,372,213,4.054858
0,29133,323,226,5.926751
10,29166,151,415,3.425387654
1,29166,372,213,4.068885
0,29166,321,227,5.958283
10,29199,150,414,3.352687654
1,29199,372,213,4.054858
0,29199,324,227,5.980303
10,29233,150,414,3.333095654
1,29233,372,213,4.04078
0,29233,325,228,5.999394
10,29266,150,414,3.323242654
1,29266,373,213,4.012494
0,29266,327,229,6.142705
10,29299,150,414,3.323242654
1,29299,372,213,4.04078
0,29300,332,231,6.142705
10,29333,150,414,3.293476654
1,29333,374,213,4.068885
0,29333,334,230,6.142705
10,29366,151,414,3.261022654
1,29366,373,213,4.054858
0,29366,338,230,6.142705
10,29399,150,414,3.313353654
1,29399,373,213,4.068885
0,29400,343,230,6.142705
10,29433,149,413,3.251153654
1,29433,373,213,4.082857
0,29433,348,230,6.142705
10,29466,151,412,3.161591654
1,29466,373,213,4.054858
0,29466,349,230,6.142705
10,29499,151,412,3.211479654
1,29499,373,213,4.096767
0,29500,349,230,6.142705
10,29533,151,412,3.161591654
1,29533,373,213,4.104942
0,29533,349,230,6.142705
10,29566,151,413,3.261022654
1,29566,373,213,4.104942
0,29566,349,230,6.142705
10,29599,150,413,3.241262654
1,29599,373,213,4.104942
0,29600,349,231,6.142705
10,29633,150,413,3.201522654
1,29633,372,212,3.891542
0,29633,349,231,6.142705
10,29666,150,414,3.282076654
1,29666,374,210,3.891542
0,29666,349,231,6.142705
10,29699,150,414,3.342910654
1,29699,374,210,3.88476
0,29700,349,231,6.142705
10,29733,150,413,3.231352654
1,29733,373,211,3.912905
0,29733,349,232,6.142705
10,29766,150,414,3.261022654
1,29766,378,209,4.04078
0,29766,349,232,6.142705
10,29799,150,416,3.384145654
1,29799,379,209,4.004845
0,29800,348,233,6.142705
10,29833,151,419,3.415761654
1,29833,378,209,3.990732
0,29833,348,234,6.142705
10,29866,150,419,3.403478654
1,29866,376,211,3.962435
0,29866,347,236,6.142705
10,29899,150,419,3.415761654
1,29899,376,211,3.976593
0,29900,348,238,6.142705
10,29933,150,419,3.425387654
1,29933,374,211,4.004845
0,29933,348,239,6.142705
10,29966,150,419,3.444478654
1,29966,374,211,4.004845
0,29966,348,241,6.142705
10,29999,150,420,3.444478654
1,29999,373,212,4.018927
0,30000,348,244,6.142705
10,30033,150,420,3.457015654
1,30033,373,212,4.018927
0,30033,348,244,6.142705
10,30066,150,420,3.444478654
1,30066,374,212,4.004845
0,30066,348,245,6.142705
10,30099,150,421,3.475922654
1,30099,374,213,4.046976
0,30100,348,247,6.142705
10,30133,150,421,3.498030654
1,30133,374,213,4.054858
0,30133,348,249,6.142705
10,30166,150,421,3.475922654
1,30166,374,213,4.054858
0,30166,348,251,6.142705
10,30199,150,420,3.466498654
1,30199,374,213,4.068885
0,30199,344,248,2.038928
10,30233,150,420,3.444478654
1,30233,373,213,4.054858
0,30233,344,248,2.016508
10,30266,150,420,3.425387654
1,30266,373,213,4.082857
0,30266,344,249,5.149015654
10,30299,150,420,3.447472654
1,30299,374,213,4.054858
0,30299,342,251,5.158100654
10,30333,150,420,3.425387654
1,30333,374,213,4.054858
0,30333,342,255,5.104088654
10,30366,150,420,3.434960654
1,30366,374,213,3.990732
0,30366,341,257,4.911726654
10,30399,150,420,3.415761654
1,30399,374,213,3.962435
0,30399,341,259,4.841664654
10,30433,150,420,3.457015654
1,30433,375,213,3.934081
0,30433,341,263,4.702388654
10,30466,150,419,3.384145654
1,30466,375,212,3.962435
0,30466,341,262,4.642502654
10,30499,150,420,3.434960654
1,30499,375,212,3.976593
0,30499,339,266,4.489357654
10,30533,146,421,3.564904654
1,30533,375,212,3.976593
0,30533,338,267,4.447900654
10,30566,148,420,3.645759654
1,30566,375,212,3.962435
0,30566,338,267,4.419021654
10,30599,147,420,3.600736654
1,30599,375,212,3.976593
0,30599,337,267,4.440910654
10,30633,145,420,3.488655654
1,30633,375,212,3.976593
0,30633,337,267,4.419021654
10,30666,145,420,3.507340654
1,30666,375,212,3.955552
0,30666,335,267,4.343055654
10,30699,145,420,3.485284654
1,30699,375,212,3.998296
0,30699,333,267,4.253245654
10,30733,144,419,3.333095654
1,30733,374,212,4.018927
0,30733,332,266,4.199454654
10,30766,142,416,3.141593654
1,30766,374,212,4.004845
0,30766,331,267,4.054861654
10,30799,142,415,3.171584654
1,30799,374,212,4.026657
0,30799,330,266,4.018929654
10,30833,141,416,3.141593654
1,30833,375,212,3.998296
0,30833,329,266,3.969219654
10,30866,138,415,3.091636346
1,30866,374,212,4.018927
0,30866,326,270,3.870712654
10,30899,137,415,3.071005346
1,30899,374,212,4.004845
0,30899,326,270,3.877386654
10,30933,132,414,2.991223346
1,30933,374,212,4.026657
0,30933,326,269,3.856684654
10,30966,128,414,2.959946346
1,30966,374,212,4.004845
0,30966,325,270,3.934083654
10,30999,128,412,2.918564346
1,30999,374,212,4.004845
0,30999,325,270,3.955152654
10,31033,124,411,2.950093346
1,31033,374,212,4.026657
0,31033,325,270,3.926991654
10,31066,121,412,2.930501346
1,31066,374,212,4.004845
0,31066,325,270,3.934083654
10,31099,121,412,2.950093346
1,31099,374,212,4.004845
0,31099,327,268,3.779142654
10,31133,116,411,2.930501346
1,31133,374,212,4.026657
0,31133,326,267,3.807003654
10,31166,116,408,2.908781346
1,31166,374,212,3.998296
0,31166,324,267,3.765294654
10,31199,116,408,2.889352346
1,31199,374,212,4.018927
0,31199,324,267,3.721308654
10,31233,108,406,2.879710346
1,31233,374,212,4.004845
0,31233,323,268,3.690618654
10,31266,104,403,2.930501346
1,31266,373,212,4.04078
0,31266,323,268,3.712930654
10,31299,97,404,2.959946346
1,31299,374,212,4.004845
0,31299,323,268,3.699134654
10,31333,96,405,3.001112346
1,31333,374,213,4.04078
0,31333,324,268,3.721308654
10,31366,93,403,2.981364346
1,31366,374,213,4.060933
0,31366,323,267,3.690618654
10,31399,89,404,2.959946346
1,31399,374,213,4.046976
0,31399,323,267,3.707560654
10,31433,82,402,2.848228346
1,31433,374,213,4.046976
0,31433,323,267,3.685425654
10,31466,81,403,2.877106346
1,31466,374,213,4.054858
0,31466,324,267,3.654528654
10,31499,75,402,2.867427346
1,31499,374,213,4.054858
0,31499,324,267,3.663211654
10,31533,72,400,2.803973346
1,31533,374,213,4.046976
0,31533,324,267,3.676867654
10,31566,64,399,2.803973346
1,31566,374,213,4.004845
0,31566,324,267,3.640940654
10,31599,63,397,2.762944346
1,31599,374,213,4.012494
0,31599,323,266,3.663211654
10,31633,60,396,2.816690346
1,31633,374,212,4.018927
0,31633,324,265,3.501542654
10,31666,58,394,2.807266346
1,31666,374,212,4.004845
0,31666,323,264,3.479215654
10,31699,58,393,2.781646346
1,31699,374,212,4.018927
0,31699,323,264,3.510927654
10,31733,57,390,2.695883346
1,31733,374,213,4.060933
0,31733,325,265,3.596312654
10,31766,56,385,2.514287346
1,31766,374,213,4.032973
0,31766,325,264,3.488655654
10,31799,55,383,2.370482346
1,31799,374,213,4.068885
0,31799,326,264,3.523972654
10,31833,55,382,2.226495346
1,31833,373,213,4.068885
0,31833,326,264,3.542543654
10,31866,54,380,2.169975346
1,31866,373,213,4.068885
0,31866,325,264,3.520244654
10,31899,54,380,2.156016346
1,31899,373,213,4.068885
0,31899,325,264,3.501542654
10,31933,54,380,2.142137346
1,31933,373,213,4.054858
0,31933,325,264,3.510927654
10,31966,55,380,2.066110346
1,31966,374,213,4.060933
0,31966,325,264,3.501542654
10,31999,56,378,1.962499346
1,31999,374,213,4.046976
0,31999,326,264,3.555731654
10,32033,57,378,1.911778346
1,32033,374,213,4.04078
0,32033,325,263,3.501542654
10,32066,57,376,1.943787346
1,32066,374,213,4.054858
0,32066,325,263,3.437871654
10,32099,57,375,1.930748346
1,32099,374,213,4.046976
0,32099,325,263,3.437871654
10,32133,57,374,1.902196346
1,32133,374,213,4.060933
0,32133,325,263,3.425387654
10,32166,54,371,1.870046346
1,32166,374,213,4.046976
0,32166,324,262,3.396352654
10,32199,52,370,1.934327346
1,32199,374,213,4.046976
0,32199,321,262,3.313353654
10,32233,52,369,1.921296346
1,32233,374,213,4.04078
0,32233,321,262,3.313353654
10,32266,51,367,1.898919346
1,32266,374,213,4.068885
0,32266,321,262,3.303431654
10,32299,47,359,1.966371346
1,32299,373,213,4.068885
0,32299,322,262,3.272159654
10,32333,47,357,1.989024346
1,32333,373,213,4.060933
0,32333,321,262,3.303431654
10,32366,47,353,2.020873346
1,32366,374,213,4.060933
0,32366,321,262,3.282076654
10,32399,46,351,2.052463346
1,32399,374,213,4.046976
0,32399,318,262,3.342910654
10,32433,46,351,2.043497346
1,32433,374,213,4.054858
0,32433,317,262,3.352687654
10,32466,44,351,2.066110346
1,32466,373,212,4.018927
0,32466,313,261,3.374407654
10,32499,43,350,1.975691346
1,32499,374,212,4.012494
0,32499,313,261,3.333095654
10,32533,43,348,2.020873346
1,32533,374,212,4.018927
0,32533,310,259,3.303431654
10,32566,42,345,1.857421346
1,32566,373,213,4.068885
0,32566,309,259,3.282076654
10,32599,42,345,1.857421346
1,32599,373,213,4.068885
0,32599,309,259,3.262217654
10,32633,46,341,1.825558346
1,32633,373,213,4.054858
0,32633,309,260,3.331207654
10,32666,46,341,1.815778346
1,32666,374,213,4.046976
0,32666,309,261,3.340931654
10,32699,46,341,1.815778346
1,32699,374,213,4.032973
0,32699,305,264,3.475922654
10,32733,46,341,1.825558346
1,32733,374,213,4.060933
0,32733,305,264,3.488655654
10,32766,47,341,1.754280346
1,32766,374,213,4.032973
0,32766,301,268,3.551720654
10,32799,48,338,1.682577346
1,32799,374,213,4.060933
0,32799,299,268,3.587305654
10,32833,48,338,1.560692346
1,32833,374,213,4.032973
0,32833,297,270,3.735136654
10,32866,48,338,1.550594346
1,32866,374,213,4.060933
0,32866,295,274,3.919899654
10,32899,48,338,1.510261346
1,32899,374,213,4.096767
0,32899,295,274,3.905717654
10,32933,50,338,1.428896346
1,32933,374,214,4.096767
0,32933,294,276,3.919899654
10,32966,52,334,1.220296346
1,32966,374,214,3.990732
0,32966,293,279,4.004847654
10,32999,52,333,1.210845346
1,32999,374,214,4.004845
0,32999,292,282,4.154848654
10,33033,54,333,1.220296346
1,33033,374,215,3.976593
0,33033,293,284,4.190770654
10,33066,54,332,1.229814346
1,33066,373,213,3.976593
0,33066,294,285,4.333737654
10,33099,59,325,1.120719346
1,33099,374,213,3.962435
0,33099,294,287,4.378060654
10,33133,60,322,1.143329346
1,33133,374,213,3.948262
0,33133,294,287,4.552157654
10,33166,64,317,1.165901346
1,33166,375,213,3.962435
0,33166,294,288,4.621728654
10,33199,67,312,1.075482346
1,33199,374,215,4.04078
0,33199,296,290,4.702388654
10,33233,67,310,1.098096346
1,33233,374,215,4.012494
0,33233,297,294,4.945202654
10,33266,71,303,1.052900346
1,33266,375,214,3.998296
0,33266,297,296,4.986556654
10,33299,73,297,1.007925346
1,33299,375,214,3.962435
0,33299,298,298,5.015273654
10,33333,74,294,1.030374346
1,33333,374,215,4.04078
0,33333,300,300,5.081722654
10,33366,74,293,1.044166346
1,33366,374,215,4.04078
0,33366,300,302,5.091039654
10,33399,76,288,1.165901346
1,33399,374,215,4.04078
0,33399,304,305,5.180520654
10,33433,82,284,1.016486346
1,33433,374,215,4.004845
0,33433,304,307,5.211735654
10,33466,81,281,1.210845346
1,33466,374,215,3.990732
0,33466,306,308,5.283726654
10,33499,83,276,1.284172346
1,33499,372,215,4.032973
0,33499,309,310,5.355889654
10,33533,83,273,1.316035346
1,33533,372,215,4.04078
0,33533,309,312,5.434043654
10,33566,86,270,1.197805346
1,33566,372,215,4.054858
0,33566,312,315,5.611578654
10,33599,87,269,1.156655346
1,33599,372,215,4.032973
0,33599,317,316,5.806144654
10,33633,88,265,1.107146346
1,33633,374,214,4.104942
0,33633,319,317,5.756557654
10,33666,89,263,1.111650346
1,33666,374,213,4.060933
0,33666,321,319,5.756557654
10,33699,90,263,1.102661346
1,33699,375,213,3.962435
0,33699,322,319,5.770249654
10,33733,90,261,1.134166346
1,33733,375,213,3.969217
0,33733,329,324,5.846557654
10,33766,93,260,1.035520346
1,33766,375,213,3.934081
0,33766,332,324,5.828465654
10,33799,93,260,1.089130346
1,33799,375,213,3.919897
0,33799,333,324,5.948855654
10,33833,92,260,1.125081346
1,33833,374,214,3.948262
0,33833,337,325,5.980299654
10,33866,92,261,1.057858346
1,33866,374,214,3.934081
0,33866,340,325,5.958278654
10,33899,92,261,1.066627346
1,33899,374,214,3.948262
0,33899,343,325,6.030941654
10,33933,92,262,0.991078346
1,33933,374,214,3.948262
0,33933,347,326,6.072090654
10,33966,92,262,1.021768346
1,33966,375,212,3.919897
0,33966,351,327,6.040632654
10,33999,92,262,0.999456346
1,33999,374,212,3.948262
0,33999,355,328,6.081866654
10,34033,92,262,0.999456346
1,34033,374,213,3.919897
0,34033,356,329,6.113125654
10,34066,94,262,0.955174346
1,34066,374,213,3.948262
0,34066,360,329,6.122953654
10,34099,94,262,0.955174346
1,34099,374,213,3.926989
0,34099,366,331,6.030941654
10,34133,95,263,0.891380346
1,34133,374,214,3.962435
0,34133,370,332,6.021298654
10,34166,96,264,0.863252346
1,34166,374,214,3.948262
0,34166,374,335,5.948855654
10,34199,96,263,0.757234346
1,34199,374,214,3.934081
0,34199,374,336,5.917436654
10,34233,97,263,0.643499346
1,34233,374,214,3.948262
0,34233,379,339,5.837471654
10,34266,98,263,0.643499346
1,34266,374,214,3.926989
0,34266,384,340,5.770249654
10,34299,99,263,0.549023346
1,34299,374,214,3.95515
0,34299,390,345,5.734159654
10,34333,105,263,0.414136346
1,34333,374,214,3.934081
0,34333,391,345,5.734159654
10,34366,105,263,0.526625346
1,34366,374,214,3.919897
0,34366,393,346,5.756557654
10,34399,107,264,0.468130346
1,34399,374,214,3.948262
0,34399,396,348,5.859873654
10,34433,109,264,0.468130346
1,34433,374,214,3.95515
0,34433,400,352,5.828465654
10,34466,110,264,0.436625346
1,34466,376,215,4.04078
0,34466,402,352,5.926747654
10,34499,113,264,0.337620346
1,34499,376,215,4.018927
0,34499,404,353,5.958278654
10,34533,115,263,0.302883346
1,34533,377,213,3.983267
0,34533,405,353,5.999389654
10,34566,115,263,0.281019346
1,34566,377,213,3.976593
0,34566,411,353,6.173624654
10,34599,118,263,0.261883346
1,34599,377,213,3.95515
0,34599,411,351,6.283183654
10,34633,122,262,0.281019346
1,34633,377,213,3.969217
0,34633,411,351,0.009998346
10,34666,126,263,0.271476346
1,34666,377,213,3.95515
0,34666,423,349,0.211091346
10,34699,130,263,0.189612346
1,34699,377,213,3.976593
0,34699,426,348,0.312344346
10,34733,135,263,0.201315346
1,34733,377,213,4.004845
0,34733,430,345,0.365745346
10,34766,135,263,0.201315346
1,34766,378,212,3.997295
0,34766,431,343,0.477037346
10,34799,141,260,0.170057346
1,34799,377,212,4.018927
0,34799,440,337,0.571335346
10,34833,143,260,0.191500346
1,34833,377,212,4.018927
0,34833,443,335,0.643499346
10,34866,145,260,0.211091346
1,34866,377,213,4.068885
0,34866,445,333,0.621414346
10,34899,145,260,0.220827346
1,34899,377,213,4.082857
0,34899,449,329,0.735791346
10,34933,149,258,0.337620346
1,34933,377,213,4.054858
0,34933,451,325,0.870901346
10,34966,154,258,0.512933346
1,34966,377,213,4.104942
0,34966,451,320,0.921244346
10,34999,154,256,0.601773346
1,34999,376,212,4.082857
0,34999,455,317,0.899187346
10,35033,154,255,0.629527346
1,35033,376,212,4.118844
0,35033,457,314,1.066627346
10,35066,154,252,0.707539346
1,35066,376,212,4.171967
0,35066,457,310,1.035520346
10,35099,154,249,0.841674346
1,35099,376,211,4.104942
0,35099,464,305,0.919340346
10,35133,154,249,0.813557346
1,35133,376,211,4.118844
0,35133,464,305,0.955174346
10,35166,151,246,0.999456346
1,35166,376,211,4.104942
0,35166,466,299,1.035520346
10,35199,151,246,0.985576346
1,35199,376,211,4.09097
0,35199,467,294,1.107146346
10,35233,152,242,1.116074346
1,35233,376,211,4.062837
0,35233,469,291,1.093754346
10,35266,151,242,1.169844346
1,35266,376,212,4.09097
0,35266,469,287,1.125081346
10,35299,150,237,1.328241346
1,35299,376,212,4.082857
0,35299,471,283,1.093754346
10,35333,150,236,1.308908346
1,35333,377,212,4.018927
0,35333,473,281,1.049175346
10,35366,148,233,1.308908346
1,35366,378,212,4.004845
0,35366,474,281,1.013252346
10,35399,148,231,1.349964346
1,35399,377,213,4.032973
0,35399,478,277,0.963349346
10,35433,148,229,1.349964346
1,35433,378,212,4.025262
0,35433,481,276,0.849139346
10,35466,150,225,1.267908346
1,35466,377,212,3.990732
0,35466,483,275,0.820842346
10,35499,150,225,1.277426346
1,35499,377,212,4.004845
0,35499,485,274,0.771111346
10,35533,151,217,1.296626346
1,35533,378,212,4.018927
0,35533,487,271,0.677898346
10,35566,149,216,1.340271346
1,35566,377,211,3.990732
0,35566,493,268,0.477037346
10,35599,146,213,1.481035346
1,35599,377,211,3.990732
0,35599,495,267,0.504164346
10,35633,146,213,1.530411346
1,35633,377,211,3.990732
0,35633,498,267,0.445710346
10,35666,148,213,1.600791346
1,35666,377,211,3.990732
0,35666,501,267,0.468130346
10,35699,140,210,1.876679346
1,35699,377,212,4.018927
0,35699,502,264,0.369331346
10,35733,137,207,2.128340346
1,35733,376,211,3.948262
0,35733,504,262,0.410125346
10,35766,133,206,2.292454346
1,35766,377,210,3.976593
0,35766,506,261,0.414136346
10,35799,132,206,2.278341346
1,35799,378,212,4.004845
0,35799,511,260,0.468130346
10,35833,129,204,2.306593346
1,35833,378,212,4.032973
0,35833,517,257,0.432405346
10,35866,129,204,2.299117346
1,35866,378,212,4.018927
0,35866,519,256,0.391698346
10,35899,123,203,2.399028346
1,35899,377,211,4.04078
0,35899,520,255,0.468130346
10,35933,118,202,2.520179346
1,35933,377,211,3.962435
0,35933,520,255,0.454717346
10,35966,117,202,2.539819346
1,35966,378,211,3.990732
0,35966,525,254,0.499344346
10,35999,116,202,2.548052346
1,35999,378,212,4.018927
0,35999,524,250,0.657526346
10,36033,116,202,2.561880346
1,36033,378,212,4.032973
0,36033,524,249,0.671604346
10,36066,116,202,2.606321346
1,36066,378,212,4.018927
0,36066,525,247,0.707539346
10,36099,114,204,2.718284346
1,36099,377,211,4.004845
0,36099,524,244,0.905383346
10,36133,113,205,2.785158346
1,36133,378,212,4.004845
0,36133,524,243,0.941264346
10,36166,112,205,2.772261346
1,36166,378,212,4.032973
0,36166,526,235,1.102661346
10,36199,108,207,2.838710346
1,36199,378,212,4.032973
0,36199,524,231,1.201460346
10,36233,105,207,2.930501346
1,36233,377,211,3.983267
0,36233,523,228,1.460136346
10,36266,104,208,2.981364346
1,36266,377,211,3.962435
0,36266,519,227,1.580800346
10,36299,104,208,2.959946346
1,36299,377,211,3.962435
0,36299,518,224,1.908422346
10,36333,104,208,2.959946346
1,36333,377,211,3.962435
0,36333,513,220,2.106073346
10,36366,100,210,3.030937346
1,36366,377,211,3.990732
0,36366,511,216,2.083734346
10,36399,100,210,3.030937346
1,36399,377,211,3.990732
0,36399,510,214,2.074966346
10,36433,100,211,3.030937346
1,36433,377,211,3.990732
0,36433,506,209,1.971749346
10,36466,102,211,3.131595346
1,36466,377,211,3.990732
0,36466,505,203,2.012229346
10,36499,101,211,3.111604346
1,36499,377,211,3.990732
0,36499,505,202,1.980927346
10,36533,101,211,3.121597346
1,36533,377,211,3.990732
0,36533,505,202,1.980927346
10,36566,102,211,3.141593654
1,36566,377,211,3.990732
0,36566,502,197,1.958700346
10,36599,102,211,3.141593654
1,36599,378,211,4.032973
0,36599,501,196,2.007426346
10,36633,101,211,3.151593654
1,36633,378,211,4.004845
0,36633,501,195,1.980927346
10,36666,101,211,3.141593654
1,36666,379,212,4.032973
0,36666,501,195,1.994110346
10,36699,102,211,3.171584654
1,36699,379,211,4.046976
0,36699,501,195,1.949450346
10,36733,102,211,3.161591654
1,36733,376,211,3.969217
0,36733,501,196,2.092418346
10,36766,101,211,3.181572654
1,36766,376,211,3.990732
0,36766,502,195,1.994110346
10,36799,102,211,3.151593654
1,36799,376,211,3.976593
0,36799,503,197,1.949450346
10,36833,102,212,3.181572654
1,36833,375,212,4.018927
0,36833,504,201,1.876679346
10,36866,101,212,3.151593654
1,36866,375,212,4.018927
0,36866,506,203,1.721171346
10,36899,100,211,3.131595346
1,36899,376,211,3.990732
0,36899,505,203,1.701366346
10,36933,97,215,3.231352654
1,36933,376,211,3.997295
0,36933,504,203,1.740858346
10,36966,97,215,3.252251654
1,36966,376,211,4.004845
0,36966,502,199,1.908422346
10,36999,98,215,3.241262654
1,36999,376,211,3.990732
0,36999,502,199,1.940133346
10,37033,98,215,3.231352654
1,37033,377,211,4.032973
0,37033,502,199,1.908422346
10,37066,98,215,3.231352654
1,37066,377,211,4.004845
0,37066,502,199,1.810971346
10,37099,98,215,3.231352654
1,37099,377,211,4.004845
0,37099,502,199,1.781893346
10,37133,98,215,3.252251654
1,37133,376,211,3.976593
0,37133,501,199,1.762302346
10,37166,97,215,3.241262654
1,37166,376,211,3.976593
0,37166,501,199,1.752449346
10,37199,97,215,3.262217654
1,37199,376,211,3.969217
0,37199,501,199,1.876679346
10,37233,97,215,3.241262654
1,37233,376,211,3.976593
0,37233,500,199,1.980927346
10,37266,97,215,3.251153654
1,37266,376,211,3.976593
0,37266,500,202,2.178244346
10,37299,97,215,3.252251654
1,37299,376,211,3.976593
0,37299,500,203,2.214300346
10,37333,97,215,3.241262654
1,37333,377,211,3.990732
0,37333,497,202,2.299919346
10,37366,97,215,3.262217654
1,37366,377,212,3.990732
0,37366,497,202,2.477895346
10,37399,98,214,3.231352654
1,37399,377,212,3.962435
0,37399,497,201,2.405802346
10,37433,98,215,3.251153654
1,37433,378,212,4.004845
0,37433,497,201,2.455866346
10,37466,98,215,3.262217654
1,37466,377,211,4.046976
0,37466,497,201,2.469989346
10,37499,98,215,3.241262654
1,37499,376,211,3.976593
0,37499,497,202,2.561880346
10,37533,98,217,3.321447654
1,37533,377,211,4.004845
0,37533,496,201,2.534151346
10,37566,97,217,3.301824654
1,37566,377,211,3.990732
0,37566,497,200,2.455866346
10,37599,98,217,3.321447654
1,37599,378,212,4.018927
0,37599,497,200,2.440504346
10,37633,98,217,3.301824654
1,37633,378,212,4.018927
0,37633,496,200,2.469989346
10,37666,98,217,3.321447654
1,37666,378,212,4.04078
0,37666,496,200,2.448136346
10,37699,98,217,3.272159654
1,37699,378,212,4.018927
0,37699,495,200,2.534151346
10,37733,98,217,3.301824654
1,37733,379,212,3.997295
0,37733,495,201,2.642248346
10,37766,98,216,3.272159654
1,37766,379,212,4.032973
0,37766,494,201,2.561880346
10,37799,97,216,3.141593654
1,37799,379,212,4.018927
0,37799,494,201,2.542420346
10,37833,98,216,3.171584654
1,37833,379,212,4.011295
